,스타일대분류,스타일소분류,맥주명,양조장명,제조국가명,도수,평균점수,리뷰수,평가수,현재상태,Full Name,Astringent,Body,Alcoholic,Bitter,Sweet,Sour,Salty,Fruity,Hoppy,Spices,Malty
10,Bocks,Bock,Christmas Bock,Mahr's Bräu,Germany,6,3.68,180,69,Active,Christmas Bock Mahr's Bräu,4,2,10,19,2,15,0,1,1,12,2
11,Bocks,Bock,Schell's Bock,August Schell Brewing Company,United States,6.5,3.85,98,129,Active,Schell's Bock August Schell Brewing Company,21,1,14,36,2,15,1,1,2,28,2
12,Bocks,Bock,Noche Buena,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Mexico,5.9,3.35,95,130,Active,"Noche Buena Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",14,2,19,17,3,20,2,1,2,5,3
13,Bocks,Bock,Samuel Adams Toasted Caramel Bock,Boston Beer Company (Samuel Adams),United States,5.8,3.63,68,139,Active,Samuel Adams Toasted Caramel Bock Boston Beer Company (Samuel Adams),9,1,6,16,2,6,0,1,1,6,2
14,Bocks,Bock,Schokolade Bock,Millstream Brewing Company,United States,6,3.98,109,78,Active,Schokolade Bock Millstream Brewing Company,11,1,25,24,3,7,0,1,1,16,2
15,Bocks,Bock,Creemore Springs UrBock,Creemore Springs Brewery Limited,Canada,6,3.65,96,70,Active,Creemore Springs UrBock Creemore Springs Brewery Limited,9,2,3,26,2,6,0,1,1,2,2
16,Bocks,Bock,Holsten Festbock,Holsten-Brauerei,Germany,7,3.3,81,52,Active,Holsten Festbock Holsten-Brauerei,15,1,6,19,2,12,1,1,1,8,2
17,Bocks,Bock,Samuel Adams Winter Lager,Boston Beer Company (Samuel Adams),United States,5.6,3.67,41,77,Active,Samuel Adams Winter Lager Boston Beer Company (Samuel Adams),2,2,31,33,2,27,0,1,1,3,2
18,Bocks,Bock,Huber Bock Beer,Minhas Craft Brewery,United States,5.5,3.17,69,46,Active,Huber Bock Beer Minhas Craft Brewery,7,1,20,31,1,15,0,1,1,41,2
19,Bocks,Bock,Koźlak,Browar Amber,Poland,6.5,3.6,67,46,Active,Koźlak Browar Amber,2,1,1,20,2,10,0,1,1,5,2
20,Bocks,Bock,Toasted Bock,Jacob Leinenkugel Brewing Company,United States,5.1,3.64,50,56,Active,Toasted Bock Jacob Leinenkugel Brewing Company,7,1,9,17,2,14,0,1,1,9,2
21,Bocks,Bock,Bockslider Toadies Texas Bock,Martin House Brewing Company,United States,5.6,3.75,22,71,Active,Bockslider Toadies Texas Bock Martin House Brewing Company,13,1,3,17,1,8,0,1,1,1,2
22,Bocks,Bock,Love Honey,Lost Forty Brewing,United States,6.3,3.83,22,68,Active,Love Honey Lost Forty Brewing,10,1,7,19,1,9,0,1,1,1,2
23,Bocks,Bock,Crawford Bock,Karbach Brewing Co.,United States,4.5,3.48,24,61,Active,Crawford Bock Karbach Brewing Co.,9,1,9,20,2,2,0,1,2,4,2
24,Bocks,Bock,Bokbier,Jopen Bier BV Haarlem,Netherlands,6.5,3.79,53,28,Active,Bokbier Jopen Bier BV Haarlem,14,1,6,12,1,5,0,1,1,0,2
25,Bocks,Bock,Mönchshof Bockbier,Kulmbacher Brauerei AG,Germany,6.9,3.74,41,35,Active,Mönchshof Bockbier Kulmbacher Brauerei AG,14,1,13,29,2,22,2,1,1,11,2
26,Bocks,Bock,Battlefield Bock,Red Oak Brewery,United States,6.5,3.9,20,55,Active,Battlefield Bock Red Oak Brewery,9,1,16,21,2,24,3,1,1,2,2
27,Bocks,Bock,Chouffe-Bok 6666,Brasserie d'Achouffe,Belgium,6.66,3.76,33,40,Active,Chouffe-Bok 6666 Brasserie d'Achouffe,9,2,7,40,2,7,0,1,1,9,2
28,Bocks,Bock,Christoffel Bokbier,Bierbrouwerij Sint Christoffel B.V,Netherlands,7.8,3.55,51,17,Active,Christoffel Bokbier Bierbrouwerij Sint Christoffel B.V,10,1,9,33,2,35,0,1,1,22,2
29,Bocks,Bock,Aass Bock,Aass Brewery,Norway,6.5,3.99,41,26,Active,Aass Bock Aass Brewery,8,2,14,20,3,24,0,1,1,5,2
30,Bocks,Bock,Flensburger Winterbock,Flensburger Brauerei,Germany,7,3.63,36,29,Active,Flensburger Winterbock Flensburger Brauerei,5,1,11,18,2,14,0,1,1,4,2
31,Bocks,Bock,Zywiec Bock,Zywiec Breweries PLC (Heineken),Poland,6.5,3.75,25,36,Active,Zywiec Bock Zywiec Breweries PLC (Heineken),22,1,23,28,2,15,0,1,2,21,2
32,Bocks,Bock,Dreher Bak,Dreher Brewery,Hungary,7.3,3.71,33,23,Active,Dreher Bak Dreher Brewery,14,1,20,31,2,15,1,1,1,7,2
33,Bocks,Bock,Bock De Joliette,Micro-Brasserie L'Alchimiste,Canada,6.1,3.34,26,29,Active,Bock De Joliette Micro-Brasserie L'Alchimiste,3,2,10,26,1,5,0,1,1,6,2
34,Bocks,Bock,Moza Bock Beer,"Cervecería Centro Americana, S.A.",Guatemala,5,3.08,28,24,Active,"Moza Bock Beer Cervecería Centro Americana, S.A.",6,1,13,17,2,21,0,1,1,1,1
35,Bocks,Bock,Broegel Bock Beer,Brouwerij Martens NV,Belgium,5,3.33,26,24,Active,Broegel Bock Beer Brouwerij Martens NV,4,1,3,16,2,6,0,1,1,6,1
36,Bocks,Bock,Grolsch Herfstbok,Grolsch Bierbrouwerij N.V.,Netherlands,6.5,3.22,19,29,Active,Grolsch Herfstbok Grolsch Bierbrouwerij N.V.,8,1,4,22,1,7,0,1,1,4,1
37,Bocks,Bock,Dinkel Bock,Apostelbräu,Germany,6.8,3.65,21,27,Active,Dinkel Bock Apostelbräu,6,1,20,15,3,15,1,1,1,6,2
38,Bocks,Doppelbock,Ayinger Celebrator,Ayinger Privatbrauerei,Germany,6.7,4.34,"2,580","4,413",Active,Ayinger Celebrator Ayinger Privatbrauerei,32,2,34,49,2,63,2,2,2,22,3
39,Bocks,Doppelbock,Troegenator,Tröegs Brewing Company,United States,8.2,3.95,"1,227","2,296",Active,Troegenator Tröegs Brewing Company,5,2,11,20,2,10,1,1,1,5,3
40,Bocks,Doppelbock,Spaten Optimator,Spaten-Franziskaner-Bräu,Germany,7.6,3.9,"1,411","1,864",Active,Spaten Optimator Spaten-Franziskaner-Bräu,7,1,15,18,2,12,0,1,1,5,2
41,Bocks,Doppelbock,Salvator,Paulaner Brauerei,Germany,7.9,3.93,"1,483","1,577",Active,Salvator Paulaner Brauerei,7,2,8,23,2,13,2,1,1,2,2
42,Bocks,Doppelbock,Weihenstephaner Korbinian,Bayerische Staatsbrauerei Weihenstephan,Germany,7.4,4.2,"1,359","1,621",Active,Weihenstephaner Korbinian Bayerische Staatsbrauerei Weihenstephan,17,2,23,24,3,21,0,1,1,6,3
43,Bocks,Doppelbock,Samichlaus Classic,Brauerei Schloss Eggenberg,Austria,14,4.02,"1,186","1,054",Active,Samichlaus Classic Brauerei Schloss Eggenberg,5,2,13,15,2,9,0,1,1,4,2
44,Bocks,Doppelbock,Samuel Adams Double Bock (Imperial Series),Boston Beer Company (Samuel Adams),United States,9.5,3.92,"1,114",835,Active,Samuel Adams Double Bock (Imperial Series) Boston Beer Company (Samuel Adams),2,2,33,10,3,16,0,1,1,8,2
45,Bocks,Doppelbock,Consecrator,Bell's Brewery - Eccentric Café & General Store,United States,8,3.83,696,841,Active,Consecrator Bell's Brewery - Eccentric Café & General Store,4,1,27,18,2,21,1,1,1,12,2
46,Bocks,Doppelbock,Doppelbock Dunkel,Klosterbrauerei Andechs,Germany,7.1,4.28,552,771,Active,Doppelbock Dunkel Klosterbrauerei Andechs,4,2,22,23,2,15,0,1,1,6,2
47,Bocks,Doppelbock,Birra Moretti La Rossa,Birra Moretti (Heineken),Italy,7.2,3.63,486,602,Active,Birra Moretti La Rossa Birra Moretti (Heineken),5,2,14,35,2,17,0,1,1,21,2
48,Bocks,Doppelbock,Perkulator Coffee Dopplebock,Dark Horse Brewing Company,United States,7,3.72,446,585,Active,Perkulator Coffee Dopplebock Dark Horse Brewing Company,7,1,16,15,1,11,0,1,1,5,2
49,Bocks,Doppelbock,EKU 28,Kulmbacher Brauerei AG,Germany,11,3.95,479,278,Active,EKU 28 Kulmbacher Brauerei AG,6,1,11,91,1,9,1,1,1,16,3
50,Bocks,Doppelbock,Maximator,Augustiner-Bräu,Germany,7.5,3.94,373,366,Active,Maximator Augustiner-Bräu,11,1,44,21,2,9,1,1,1,1,1
51,Bocks,Doppelbock,Weltenburger Kloster Asam-Bock,Klosterbrauerei Weltenburg,Germany,6.9,4.1,364,249,Active,Weltenburger Kloster Asam-Bock Klosterbrauerei Weltenburg,4,1,23,15,2,13,2,1,1,6,2
52,Bocks,Doppelbock,Autumnal Fire,Capital Brewery,United States,7.8,4.05,344,266,Active,Autumnal Fire Capital Brewery,8,2,9,36,3,14,0,1,2,0,3
53,Bocks,Doppelbock,Butthead Doppelbock,Tommyknocker Brewery,United States,8.2,3.66,382,226,Active,Butthead Doppelbock Tommyknocker Brewery,6,2,24,21,3,22,0,1,1,7,2
54,Bocks,Doppelbock,St. Victorious,Victory Brewing Company - Downingtown,United States,7.6,4.06,378,202,Active,St. Victorious Victory Brewing Company - Downingtown,5,1,17,6,2,13,3,1,1,5,1
55,Bocks,Doppelbock,Urbock 23°,Brauerei Schloss Eggenberg,Austria,9.6,3.6,313,163,Active,Urbock 23° Brauerei Schloss Eggenberg,7,2,13,29,3,24,0,1,1,19,3
56,Bocks,Doppelbock,Samichlaus Helles,Brauerei Schloss Eggenberg,Austria,14,3.8,261,202,Active,Samichlaus Helles Brauerei Schloss Eggenberg,6,2,50,20,2,15,0,1,1,14,2
57,Bocks,Doppelbock,Doppel-Hirsch,Der HirschBrau/Privatbrauerei Höss,Germany,7.2,3.85,241,143,Active,Doppel-Hirsch Der HirschBrau/Privatbrauerei Höss,7,1,41,11,2,10,0,1,1,10,1
58,Bocks,Doppelbock,Josephs Brau Winter Ride,Trader Joe's Brewing Company,United States,7.5,3.59,223,139,Active,Josephs Brau Winter Ride Trader Joe's Brewing Company,8,1,15,28,2,17,0,1,1,7,2
59,Bocks,Doppelbock,Duck-Rabbator,The Duck-Rabbit Craft Brewery,United States,8.5,3.99,160,190,Active,Duck-Rabbator The Duck-Rabbit Craft Brewery,10,1,35,57,3,21,0,1,2,21,3
60,Bocks,Doppelbock,Troegenator - Bourbon Barrel-Aged,Tröegs Brewing Company,United States,11.5,4.15,87,250,Active,Troegenator - Bourbon Barrel-Aged Tröegs Brewing Company,9,2,26,22,3,20,0,1,1,15,2
61,Bocks,Doppelbock,Ettaler Curator Dunkler Doppelbock (US Import Version),Klosterbrauerei Ettal,Germany,9,3.92,222,114,Active,Ettaler Curator Dunkler Doppelbock (US Import Version) Klosterbrauerei Ettal,8,2,67,10,2,13,1,1,1,19,3
62,Bocks,Doppelbock,Blonde Doppelbock,Capital Brewery,United States,7.8,3.86,193,103,Active,Blonde Doppelbock Capital Brewery,17,2,22,19,3,31,0,2,1,7,2
63,Bocks,Doppelbock,Snow Blind Doppelbock,Starr Hill Brewery,United States,7.7,3.65,60,224,Active,Snow Blind Doppelbock Starr Hill Brewery,6,2,42,37,3,28,0,1,2,9,3
64,Bocks,Doppelbock,Tucher Bajuvator Doppelbock,Brauerei Tucher Brau,Germany,7.2,4.09,197,73,Active,Tucher Bajuvator Doppelbock Brauerei Tucher Brau,4,1,10,16,2,10,0,1,1,6,2
65,Bocks,Doppelbock,Doppelbock Dunkel,Brauerei Schloss Eggenberg,Austria,8.5,3.71,161,107,Active,Doppelbock Dunkel Brauerei Schloss Eggenberg,13,2,28,40,3,38,0,2,2,4,3
66,Bocks,Doppelbock,Dark Heathen Triple Bock,Kuhnhenn Brewing Company,United States,12.5,3.86,91,175,Active,Dark Heathen Triple Bock Kuhnhenn Brewing Company,3,1,34,26,2,16,0,1,1,4,2
67,Bocks,Doppelbock,Winter Bock,Gordon Biersch Brewery Restaurant,United States,7.5,3.68,117,140,Active,Winter Bock Gordon Biersch Brewery Restaurant,3,2,50,29,4,34,0,2,1,10,3
68,Bocks,Doppelbock,Deep Water Dopplebock,Thomas Creek Brewery,United States,7,3.52,106,128,Active,Deep Water Dopplebock Thomas Creek Brewery,6,2,11,14,2,7,0,1,1,11,2
69,Bocks,Doppelbock,Icelandic Doppelbock,Einstök Ölgerð (Einstök Beer Company),Iceland,6.7,3.69,63,166,Active,Icelandic Doppelbock Einstök Ölgerð (Einstök Beer Company),5,1,12,26,2,7,0,1,1,1,2
70,Bocks,Doppelbock,Brewmaster's Premium Reserve Dopple Bock,Sprecher Brewing Company,United States,8,3.83,142,78,Active,Brewmaster's Premium Reserve Dopple Bock Sprecher Brewing Company,10,1,21,24,2,17,2,1,1,12,3
71,Bocks,Doppelbock,Sled Dog Dopplebock,Wagner Valley Brewing Co.,United States,8.5,3.69,110,95,Active,Sled Dog Dopplebock Wagner Valley Brewing Co.,2,1,19,18,2,21,0,1,1,13,2
72,Bocks,Doppelbock,Primátor Double Bock Beer,Pivovar Náchod a.s.,Czech Republic,10.5,3.46,127,76,Active,Primátor Double Bock Beer Pivovar Náchod a.s.,6,1,18,25,3,18,0,2,1,15,3
73,Bocks,Doppelbock,Double Skull,Epic Brewing Company,United States,8,3.72,64,128,Active,Double Skull Epic Brewing Company,6,1,24,30,3,17,0,1,1,7,2
74,Bocks,Doppelbock,St. Nikolaus Bock Bier - Brewer's Reserve,Pennsylvania Brewing Company,United States,8.5,4.18,111,79,Active,St. Nikolaus Bock Bier - Brewer's Reserve Pennsylvania Brewing Company,7,1,7,22,2,13,0,1,1,4,2
75,Bocks,Doppelbock,Winter-Bock,Einbecker Brauhaus,Germany,7.5,3.79,88,96,Active,Winter-Bock Einbecker Brauhaus,16,2,23,23,2,19,0,1,1,8,2
76,Bocks,Doppelbock,Emancipator Doppelbock,Christian Moerlein Brewing Company,United States,7,3.78,77,102,Active,Emancipator Doppelbock Christian Moerlein Brewing Company,7,2,28,29,3,18,0,1,1,5,2
77,Bocks,Doppelbock,Granitbock,Brauerei Hofstetten / Krammer,Austria,7.3,3.71,88,71,Active,Granitbock Brauerei Hofstetten / Krammer,11,1,13,12,2,12,0,1,1,4,2
78,Bocks,Doppelbock,Hofbräu Winter Spezial,Hofbräuhaus München,Germany,8.4,3.79,52,79,Active,Hofbräu Winter Spezial Hofbräuhaus München,12,1,13,23,2,27,0,1,1,7,2
79,Bocks,Doppelbock,Altenmünster Winterbier Dopplebock,Allgäuer Brauhaus AG,Germany,7.2,3.58,90,34,Active,Altenmünster Winterbier Dopplebock Allgäuer Brauhaus AG,5,1,24,15,2,22,0,1,1,17,2
80,Bocks,Doppelbock,Spring Bock,Amsterdam Brewing Company,Canada,7.8,3.67,57,61,Active,Spring Bock Amsterdam Brewing Company,11,2,36,45,2,18,0,1,1,10,2
81,Bocks,Doppelbock,Animator,Hacker-Pschorr Bräu GmbH,Germany,8.1,3.9,59,51,Active,Animator Hacker-Pschorr Bräu GmbH,6,2,19,47,2,22,0,2,2,5,2
82,Bocks,Doppelbock,Generator Doppelbock,Metropolitan Brewing,United States,8.2,3.83,32,78,Active,Generator Doppelbock Metropolitan Brewing,5,2,33,22,3,29,0,2,1,19,3
83,Bocks,Doppelbock,Dark Doppelbock,Capital Brewery,United States,7.8,4.07,61,41,Active,Dark Doppelbock Capital Brewery,18,1,18,29,2,19,0,1,1,11,2
84,Bocks,Doppelbock,Bonator,Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus,Germany,8.2,3.96,54,44,Active,Bonator Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus,8,2,27,30,2,30,2,1,1,10,3
85,Bocks,Doppelbock,Kartäuser Doppelbock Dunkel,Memminger Brauerei,Germany,7.5,3.76,42,56,Active,Kartäuser Doppelbock Dunkel Memminger Brauerei,14,2,31,31,3,30,0,2,1,7,3
86,Bocks,Doppelbock,Doppelbock,"Bayern Brewing, Inc. / Edelweiss Bistro",United States,8.4,3.92,46,50,Active,"Doppelbock Bayern Brewing, Inc. / Edelweiss Bistro",4,1,9,24,2,11,1,1,1,8,2
87,Bocks,Doppelbock,Hell On High Quad Bock,Rinkuškiai,Lithuania,14,2.57,27,57,Active,Hell On High Quad Bock Rinkuškiai,12,2,34,29,2,19,0,1,1,6,2
88,Bocks,Doppelbock,Dragon Lady,Rinkuškiai,Lithuania,9.7,3.02,28,50,Active,Dragon Lady Rinkuškiai,5,1,55,8,2,41,0,1,1,3,1
89,Bocks,Doppelbock,Löwenbräu Triumphator,Löwenbräu AG,Germany,7.6,3.91,38,38,Active,Löwenbräu Triumphator Löwenbräu AG,6,1,25,14,2,20,0,1,1,3,2
90,Bocks,Doppelbock,Hofbräu Delicator,Hofbräuhaus München,Germany,7.5,3.81,28,46,Active,Hofbräu Delicator Hofbräuhaus München,6,1,29,35,2,20,0,1,1,17,2
91,Bocks,Doppelbock,Kiss The Goat,Gigantic Brewing Company,United States,8,3.94,20,44,Active,Kiss The Goat Gigantic Brewing Company,10,2,26,22,2,16,1,1,1,4,2
92,Bocks,Doppelbock,Deviator Doppelbock - Bourbon Barrel Aged,Cameron's Brewing Co.,Canada,8.6,3.88,24,39,Active,Deviator Doppelbock - Bourbon Barrel Aged Cameron's Brewing Co.,12,2,17,41,2,15,1,1,1,5,3
93,Bocks,Doppelbock,St. Martin Dunkler Doppelbock,Aktienbrauerei Kaufbeuren AG,Germany,7.5,3.98,53,8,Active,St. Martin Dunkler Doppelbock Aktienbrauerei Kaufbeuren AG,8,3,82,25,3,27,1,2,1,40,4
94,Bocks,Doppelbock,Gyrator Doppel,New Glarus Brewing Company,United States,7.3,4.23,20,35,Active,Gyrator Doppel New Glarus Brewing Company,10,2,21,21,3,30,0,2,1,14,2
95,Bocks,Doppelbock,Brand Dubbelbock,Brand Bierbrouwerij,Netherlands,7.5,3.74,24,27,Active,Brand Dubbelbock Brand Bierbrouwerij,11,2,16,17,3,22,0,1,1,7,3
96,Bocks,Doppelbock,Before-After Triple Bock,Rinkuškiai,Lithuania,12,3.18,22,28,Active,Before-After Triple Bock Rinkuškiai,5,1,9,23,2,15,0,1,1,2,1
97,Bocks,Doppelbock,Bauern Bock,The Olde Mecklenburg Brewery,United States,7.5,3.83,27,19,Active,Bauern Bock The Olde Mecklenburg Brewery,8,1,49,11,2,25,0,1,1,13,1
98,Bocks,Doppelbock,Saku Tume,Saku Brewery LTD,Estonia,6.7,3.54,23,20,Active,Saku Tume Saku Brewery LTD,19,2,18,28,3,39,0,1,2,7,2
99,Bocks,Doppelbock,Ettaler Curator Doppelbock (Original German Version),Klosterbrauerei Ettal,Germany,7,3.9,26,15,Active,Ettaler Curator Doppelbock (Original German Version) Klosterbrauerei Ettal,9,2,17,31,3,22,0,2,1,3,2
100,Bocks,Doppelbock,Mediator,Heater Allen Brewing,United States,7.8,3.82,24,16,Active,Mediator Heater Allen Brewing,7,1,22,27,2,8,2,1,1,12,2
101,Bocks,Doppelbock,Monteith's Doppelbock Winter Ale,Monteith's Brewing Co.,New Zealand,6,3.64,29,11,Active,Monteith's Doppelbock Winter Ale Monteith's Brewing Co.,6,1,11,24,2,20,0,1,1,6,2
102,Bocks,Doppelbock,Scheyern Kloster-Doppelbock Dunkel,Klosterbrauerei Scheyern,Germany,7.4,3.94,23,17,Active,Scheyern Kloster-Doppelbock Dunkel Klosterbrauerei Scheyern,13,2,22,27,2,28,0,1,1,10,2
103,Bocks,Eisbock,Aventinus Eisbock,Schneider Weisse G. Schneider & Sohn,Germany,12,4.25,"1,253","1,599",Active,Aventinus Eisbock Schneider Weisse G. Schneider & Sohn,12,2,30,17,2,19,0,1,1,12,2
104,Bocks,Eisbock,Raspberry Eisbock,Kuhnhenn Brewing Company,United States,15.5,4.38,471,850,Active,Raspberry Eisbock Kuhnhenn Brewing Company,5,2,64,11,3,31,0,2,1,27,2
105,Bocks,Eisbock,Eisbock,Kulmbacher Brauerei AG,Germany,9.2,4.12,645,482,Active,Eisbock Kulmbacher Brauerei AG,6,1,22,15,3,25,0,2,1,6,2
106,Bocks,Eisbock,Winter Wonder Lager,Kuhnhenn Brewing Company,United States,13,3.86,87,49,Active,Winter Wonder Lager Kuhnhenn Brewing Company,10,2,37,18,2,16,0,1,1,7,2
107,Bocks,Eisbock,Hermannator,Vancouver Island Brewing,Canada,9.5,3.94,46,39,Active,Hermannator Vancouver Island Brewing,6,2,75,20,4,48,0,2,1,26,3
108,Bocks,Eisbock,Granitbock Ice,Brauerei Hofstetten / Krammer,Austria,11.5,3.9,25,34,Active,Granitbock Ice Brauerei Hofstetten / Krammer,4,2,34,45,3,22,0,2,1,7,3
109,Bocks,Eisbock,Eis Maker,Jack's Abby Brewing,United States,13,4.21,27,23,Active,Eis Maker Jack's Abby Brewing,9,2,53,19,4,32,1,2,1,9,2
110,Bocks,Eisbock,Schnee Boot,Heavy Seas Beer,United States,13,4.18,22,27,Active,Schnee Boot Heavy Seas Beer,4,2,82,8,3,20,0,1,1,24,3
111,Bocks,Maibock,Dead Guy Ale,Rogue Ales,United States,6.8,3.94,"2,569","5,511",Active,Dead Guy Ale Rogue Ales,5,2,79,19,3,28,0,2,1,28,3
112,Bocks,Maibock,Andygator,Abita Brewing Co.,United States,8,3.56,505,"1,293",Active,Andygator Abita Brewing Co.,2,1,8,21,2,13,0,1,1,4,2
113,Bocks,Maibock,Hofbräu Maibock (Urbock),Hofbräuhaus München,Germany,7.2,3.9,400,451,Active,Hofbräu Maibock (Urbock) Hofbräuhaus München,8,1,19,18,1,17,0,1,1,6,1
114,Bocks,Maibock,Mardi Gras Bock,Abita Brewing Co.,United States,6.5,3.47,286,564,Active,Mardi Gras Bock Abita Brewing Co.,14,1,11,17,2,11,0,1,1,8,2
115,Bocks,Maibock,Cultivator,Tröegs Brewing Company,United States,6.9,3.85,135,511,Active,Cultivator Tröegs Brewing Company,21,1,22,30,1,7,0,1,2,6,2
116,Bocks,Maibock,Cabin Fever,New Glarus Brewing Company,United States,6,3.61,188,426,Active,Cabin Fever New Glarus Brewing Company,18,2,15,33,2,20,2,1,2,10,2
117,Bocks,Maibock,Maibock,Summit Brewing Company,United States,6.7,3.62,220,258,Active,Maibock Summit Brewing Company,16,1,7,20,2,7,3,1,1,3,2
118,Bocks,Maibock,Mai-Ur-Bock,Einbecker Brauhaus,Germany,6.5,3.78,293,177,Active,Mai-Ur-Bock Einbecker Brauhaus,18,1,9,46,1,17,3,1,2,17,2
119,Bocks,Maibock,Josephs Brau Heller Bock,Trader Joe's Brewing Company,United States,7,3.43,226,211,Active,Josephs Brau Heller Bock Trader Joe's Brewing Company,15,1,13,43,2,14,0,1,2,5,2
120,Bocks,Maibock,Blonde Bock,Gordon Biersch Brewery Restaurant,United States,7,3.33,177,163,Active,Blonde Bock Gordon Biersch Brewery Restaurant,6,1,3,34,2,16,3,1,2,10,2
121,Bocks,Maibock,Maibock,Capital Brewery,United States,6.2,3.79,165,166,Active,Maibock Capital Brewery,3,1,22,24,1,15,1,1,2,5,1
122,Bocks,Maibock,Maibock Hurts Like Helles,Jack's Abby Brewing,United States,6.5,3.88,67,249,Active,Maibock Hurts Like Helles Jack's Abby Brewing,4,2,10,19,1,22,0,1,1,10,2
123,Bocks,Maibock,Narragansett Bock,Narragansett Brewing Co.,United States,6.5,3.82,116,169,Active,Narragansett Bock Narragansett Brewing Co.,18,1,8,27,2,30,3,1,2,9,2
124,Bocks,Maibock,Berkshire Maibock Lager,Berkshire Brewing Company Inc.,United States,6.5,3.88,132,98,Active,Berkshire Maibock Lager Berkshire Brewing Company Inc.,12,1,17,39,2,14,2,1,2,4,2
125,Bocks,Maibock,Blonde Double MaiBock,Stoudts Brewing Co.,United States,7,3.79,171,47,Active,Blonde Double MaiBock Stoudts Brewing Co.,18,1,21,37,2,20,1,1,2,9,2
126,Bocks,Maibock,Mai Bock,Sprecher Brewing Company,United States,6,3.74,128,67,Active,Mai Bock Sprecher Brewing Company,13,1,16,31,2,30,0,1,2,7,2
127,Bocks,Maibock,Strawgator,Abita Brewing Co.,United States,8,3.81,49,138,Active,Strawgator Abita Brewing Co.,24,2,10,33,2,20,0,1,2,15,2
128,Bocks,Maibock,1906 Reserva Especial,"Hijos De Rivera, S.A.",Spain,6.5,3.28,60,125,Active,"1906 Reserva Especial Hijos De Rivera, S.A.",9,1,18,16,3,16,0,2,1,1,1
129,Bocks,Maibock,Maibock,Gordon Biersch Brewery Restaurant,United States,7.3,3.51,62,121,Active,Maibock Gordon Biersch Brewery Restaurant,20,1,10,30,1,6,3,1,2,9,2
130,Bocks,Maibock,Dead 'N' Dead,Rogue Ales,United States,9.5,4.0,75,107,Active,Dead 'N' Dead Rogue Ales,12,1,11,25,2,21,1,1,1,8,2
131,Bocks,Maibock,Hubertus Bock,Hacker-Pschorr Bräu GmbH,Germany,6.8,3.81,58,112,Active,Hubertus Bock Hacker-Pschorr Bräu GmbH,6,2,60,16,1,18,0,1,1,22,2
132,Bocks,Maibock,Bucking Bock,Rahr & Sons Brewing Company,United States,7.5,3.44,71,93,Active,Bucking Bock Rahr & Sons Brewing Company,17,1,27,28,2,26,2,1,2,6,2
133,Bocks,Maibock,Josephs Brau Spring Prost,Trader Joe's Brewing Company,United States,7.3,3.61,56,99,Active,Josephs Brau Spring Prost Trader Joe's Brewing Company,16,1,12,37,1,25,0,1,2,8,1
